,Cat,Formulation,Oil
1953,1,0.35%#Surf_69#0.3%#Cosolv_36#0.35%#Surf_50#1%#Cosolv_48#,Oil_6 + 20% Oil_A
1954,0,0.4%#Surf_201#0.2%#Surf_175#0.4%#Surf_70#2%#Cosolv_5#,Oil_6 + 20% Oil_A
1955,1,0.35%#Surf_69#0.3%#Cosolv_36#0.35%#Surf_50#1%#Cosolv_42#,Oil_6 + 20% Oil_A
1956,1,0.4%#Surf_201#0.2%#Surf_175#0.4%#Surf_70#2%#Cosolv_42#,Oil_6 + 20% Oil_A
1957,1,0.4%#Surf_201#0.2%#Surf_175#0.4%#Surf_70#2%#Cosolv_42#,Oil_6 + 20% Oil_A
1958,0,0.4%#Surf_201#0.2%#Surf_175#0.4%#Surf_70#1%#Cosolv_48#,Oil_6 + 20% Oil_A
1959,1,0.8%#Surf_201#0.4%#Surf_175#0.8%#Surf_70#2%#Cosolv_48#,Oil_6 + 20% Oil_A
1960,1,0.7%#Surf_68#0.6%#Cosolv_36#0.7%#Surf_31#2%#Cosolv_48#,Oil_6
1961,1,0.7%#Surf_68#0.6%#Cosolv_36#0.7%#Surf_44#2%#Cosolv_48#,Oil_6
1962,1,0.7%#Surf_68#0.6%#Cosolv_36#0.7%#Surf_50#2%#Cosolv_48#,Oil_6
1963,1,0.7%#Surf_68#0.6%#Cosolv_36#0.7%#Surf_58#2%#Cosolv_48#,Oil_6
1964,1,0.85%#Surf_68#0.3%#Cosolv_36#0.85%#Surf_44#2%#Cosolv_48#,Oil_6
1965,1,0.85%#Surf_68#0.3%#Cosolv_36#0.85%#Surf_58#2%#Cosolv_48#,Oil_6
1966,0,0.85%#Surf_68#0.3%#Cosolv_36#0.85%#Surf_21#2%#Cosolv_48#,Oil_6
1967,1,0.85%#Surf_201#0.85%#Surf_68#0.3%#Surf_70#2%#Cosolv_48#,Oil_6
1968,1,0.85%#Surf_201#0.85%#Surf_68#0.3%#Surf_70#2%#Cosolv_48#,Oil_6
1969,1,1%#Surf_201#0.5%#Surf_68#0.5%#Surf_70#2%#Cosolv_48#,Oil_6
1970,1,0.35%#Surf_68#0.3%#Cosolv_36#0.35%#Surf_44#1%#Cosolv_48#,Oil_6
1971,1,0.4%#Surf_68#0.25%#Cosolv_36#0.35%#Surf_44#1%#Cosolv_48#,Oil_6
1972,0,0.85%#Surf_68#0.3%#Cosolv_36#0.85%#Surf_44#2%#Cosolv_48#,Oil_6
1973,0,0.7%#Surf_68#0.6%#Cosolv_36#0.7%#Surf_44#,Oil_6
1974,1,0.5%#Surf_67#0.5%#Surf_70#1%#Surf_201#2%#Cosolv_48#,Oil_6
1975,1,0.5%#Surf_67#0.5%#Surf_70#1%#Surf_201#1%#Cosolv_45#,Oil_6
1976,1,0.8%#Surf_67#0.2%#Surf_70#1%#Surf_201#1%#Cosolv_22#,Oil_6
1977,1,0.5%#Surf_67#0.5%#Surf_70#1%#Surf_201#2%#Cosolv_48#,Oil_6
1978,1,0.6%#Surf_213#0.4%#Surf_67#1%#Cosolv_47#,Oil_6
1979,1,1%#Surf_201#0.5%#Surf_68#0.5%#Surf_70#2%#Cosolv_48#,Oil_6
1980,1,0.5%#Surf_213#0.5%#Surf_68#1%#Cosolv_48#,Oil_6
1981,1,0.25%#Surf_213#0.25%#Surf_68#0.5%#Cosolv_48#,Oil_6
1982,0,1%#Surf_201#0.4%#Surf_68#0.6%#Surf_70#2%#Cosolv_48#,Oil_6
1983,1,0.5%#Surf_201#0.2%#Surf_68#0.3%#Surf_70#1%#Cosolv_48#,Oil_6
1984,1,0.5%#Surf_213#0.5%#Surf_68#1%#Cosolv_44#,Oil_6
1985,1,0.5%#Surf_201#0.2%#Surf_68#0.3%#Surf_70#1%#Cosolv_48#,Oil_6
1986,1,0.5%#Surf_201#0.15%#Surf_68#0.35%#Surf_70#1%#Cosolv_48#,Oil_6
1987,1,0.1%#Surf_68#0.4%#Surf_70#0.5%#Surf_201#1%#Cosolv_48#,Oil_6
1988,1,0.05%#Surf_68#0.2%#Surf_70#0.25%#Surf_201#0.5%#Cosolv_48#,Oil_6
1989,1,0.15%#Surf_68#0.35%#Surf_70#0.5%#Surf_201#1%#Cosolv_48#,Oil_6
