Na,Cl,Ca,Mg,S(6),pH,m_Ca+2,m_CaSO4,m_CaOH+,m_CaHSO4+,m_Cl-,m_Na+,m_NaSO4-,m_NaOH,m_SO4-2,m_Mg+2,m_MgSO4,m_MgOH+,m_HSO4-,la_H+
0.16332,0.58196,0.11223,0.1584,0.061317,-6.085113352,0.10007,0.012165,8.43E-09,7.84E-08,0.58196,0.16033,0.0029909,1.53E-19,0.02087,0.13311,0.02529,3.24E-07,2.64E-07,-6.209
0.28513,1.1076,0.16262,0.29383,0.045205,-7.887570384,0.1549,0.0077183,1.96E-08,2.99E-08,1.1076,0.28249,0.0026369,4.03E-19,0.012034,0.27101,0.022816,1.30E-06,6.06E-08,-6.4299
0.70076,0.40022,0.082296,0.066158,0.29873,-8.929539508,0.045919,0.036377,3.14E-07,2.83E-09,0.40022,0.62193,0.078833,4.81E-17,0.1467,0.029333,0.036819,6.05E-06,2.07E-08,-8.1294
0.095379,0.16717,0.018848,0.042868,0.025823,-5.599130096,0.016067,0.002781,7.37E-10,3.86E-08,0.16717,0.09375,0.0016283,4.47E-20,0.012935,0.03439,0.0084783,3.66E-08,6.65E-07,-5.834
0.27164,0.77579,0.17005,0.15916,0.077134,-5.890905807,0.15096,0.01909,9.48E-09,1.58E-07,0.77579,0.266,0.0056433,1.89E-19,0.025452,0.13221,0.026948,2.65E-07,3.49E-07,-6.1024
0.21227,0.61848,0.06834,0.18697,0.052197,-8.405090847,0.06212,0.0062205,3.34E-08,6.25E-09,0.61848,0.20903,0.0032331,1.27E-18,0.017398,0.16162,0.025345,2.53E-06,3.39E-08,-7.0166
0.63913,0.89322,0.31259,0.047252,0.2328,-5.344349726,0.2268,0.085792,8.27E-09,1.17E-06,0.89322,0.5979,0.041231,2.46E-19,0.087491,0.02897,0.018282,3.81E-08,1.65E-06,-5.8857
0.6734,0.47663,0.16516,0.027098,0.29065,-8.481326934,0.096575,0.068586,3.62E-07,9.59E-09,0.47663,0.60315,0.070253,2.56E-17,0.1374,0.012691,0.014406,1.48E-06,3.33E-08,-7.8747
0.61319,0.62321,0.12876,0.095463,0.21921,-5.085355125,0.087432,0.041328,1.81E-09,1.04E-06,0.62321,0.56883,0.044356,1.34E-19,0.092389,0.054329,0.041134,3.52E-08,3.99E-06,-5.6189
0.86712,1.0716,0.30638,0.045441,0.24957,-7.727011224,0.22357,0.082807,1.11E-07,8.06E-08,1.0716,0.80991,0.057212,4.51E-18,0.091966,0.027856,0.017585,5.40E-07,1.11E-07,-7.0288
0.16037,0.3,0.041362,0.091877,0.063424,-5.304779533,0.033499,0.0078634,8.35E-10,1.85E-07,0.3,0.1558,0.0045735,4.26E-20,0.027276,0.068168,0.023709,4.26E-08,1.76E-06,-5.6295
0.44234,0.86734,0.16858,0.23819,0.19427,-9.644652056,0.13201,0.036578,9.55E-07,2.54E-09,0.86734,0.42148,0.020863,3.45E-17,0.062009,0.16332,0.074823,4.13E-05,6.24E-09,-8.1784
0.3025,0.59598,0.010851,0.28346,0.14758,-5.065623981,0.0085559,0.0022947,1.16E-10,9.03E-08,0.59598,0.29019,0.012312,4.46E-20,0.048659,0.19916,0.084308,8.07E-08,3.56E-06,-5.4245
0.52359,0.51903,0.094211,0.10788,0.20437,-8.482628757,0.063112,0.031099,9.19E-08,1.14E-08,0.51903,0.48593,0.037658,8.01E-18,0.088467,0.060732,0.047142,2.62E-06,6.10E-08,-7.4543
0.20642,0.38475,0.10904,0.054745,0.074616,-6.013199578,0.087997,0.021043,1.02E-08,1.04E-07,0.38475,0.19993,0.0064863,2.58E-19,0.032565,0.040223,0.014522,1.22E-07,3.88E-07,-6.3176
0.50399,0.9126,0.20662,0.18786,0.19018,-5.281668367,0.16203,0.044595,3.97E-09,9.08E-07,0.9126,0.48011,0.023877,1.33E-19,0.062751,0.12891,0.058954,1.13E-07,1.80E-06,-5.7112
0.25316,0.44116,0.028859,0.083366,0.018226,-9.338735333,0.027227,0.0016314,2.65E-07,9.65E-11,0.44116,0.25118,0.0019864,2.71E-17,0.0077363,0.076474,0.0068722,1.92E-05,1.16E-09,-8.2349
0.29669,0.89806,0.16766,0.22886,0.095844,-9.212698081,0.14818,0.019483,3.53E-07,4.15E-09,0.89806,0.28996,0.0067383,7.82E-18,0.028911,0.18814,0.040712,1.54E-05,9.13E-09,-7.6924
0.33113,0.37342,0.021501,0.12221,0.12257,-6.515742045,0.01549,0.0060106,3.11E-09,1.69E-08,0.37342,0.31432,0.016812,7.04E-19,0.054481,0.076949,0.045262,4.09E-07,3.62E-07,-6.5606
0.38357,0.10292,0.015949,0.031083,0.18736,-7.631403688,0.0080769,0.0078723,8.73E-09,4.24E-09,0.10292,0.34102,0.042543,4.06E-18,0.11854,0.012679,0.018404,3.47E-07,1.69E-07,-7.2723
0.23664,0.53801,0.15633,0.026412,0.03205,-6.317486745,0.14381,0.012519,2.17E-08,4.60E-08,0.53801,0.23369,0.0029509,3.97E-19,0.013464,0.023295,0.0031166,9.67E-08,1.07E-07,-6.4495
0.48813,0.3791,0.05993,0.085662,0.20011,-9.876174508,0.037405,0.022523,1.80E-06,2.57E-10,0.3791,0.44824,0.039889,2.43E-16,0.096441,0.044346,0.041257,5.97E-05,2.31E-09,-8.9589
0.75375,1.1809,0.23081,0.29268,0.30992,-7.744471208,0.1713,0.059512,2.84E-08,1.68E-07,1.1809,0.70514,0.048614,1.31E-18,0.091532,0.18241,0.11027,1.29E-06,2.92E-07,-6.5616
0.40714,0.95624,0.26785,0.14282,0.13612,-7.277079475,0.22454,0.043307,4.00E-08,1.21E-07,0.95624,0.39336,0.013775,7.93E-19,0.044318,0.1081,0.034719,6.91E-07,1.73E-07,-6.573
0.27802,0.54166,0.090575,0.13859,0.097341,-6.035482327,0.074215,0.016359,7.19E-09,9.21E-08,0.54166,0.26907,0.0089462,2.94E-19,0.036666,0.10322,0.035369,2.85E-07,4.18E-07,-6.2665
0.77327,1.0522,0.26182,0.14647,0.26881,-8.601350303,0.19145,0.070371,1.95E-07,3.32E-08,1.0522,0.72259,0.05068,8.29E-18,0.091333,0.090043,0.056423,3.61E-06,5.36E-08,-7.343
0.75181,0.8152,0.093573,0.11312,0.17499,-9.141956128,0.069969,0.023603,3.49E-07,2.42E-09,0.8152,0.71077,0.041048,4.03E-17,0.070302,0.073064,0.040039,1.20E-05,1.14E-08,-8.0102
0.2239,0.34502,0.0065483,0.13378,0.079771,-7.345472206,0.0051862,0.0013621,1.29E-09,3.17E-09,0.34502,0.21648,0.0074273,5.95E-19,0.03324,0.096042,0.037741,6.11E-07,1.98E-07,-6.6394
0.6993,0.28296,0.054481,0.064652,0.3273,-9.425553168,0.02787,0.02661,6.73E-07,5.91E-10,0.28296,0.60817,0.091128,1.66E-16,0.17075,0.025822,0.038811,1.84E-05,7.14E-09,-8.6728
0.71139,0.78196,0.12435,0.12152,0.21058,-8.408952313,0.089291,0.035054,8.45E-08,1.89E-08,0.78196,0.66624,0.045147,7.15E-18,0.082963,0.074103,0.047414,2.33E-06,6.98E-08,-7.2894
1.1171,0.63573,0.024649,0.13187,0.39718,-8.141553937,0.01383,0.010819,9.70E-09,7.71E-09,0.63573,0.9801,0.13696,7.78E-18,0.17504,0.0575,0.074368,1.41E-06,1.81E-07,-7.1673
0.21545,0.43382,0.10225,0.065382,0.058443,-5.378984205,0.08709,0.015156,2.35E-09,3.18E-07,0.43382,0.21039,0.0050614,6.34E-20,0.024567,0.051726,0.013656,3.70E-08,1.21E-06,-5.6896
0.068455,0.15271,0.057744,0.011035,0.026651,-8.181906605,0.048584,0.0091597,1.63E-07,1.74E-09,0.15271,0.067192,0.0012625,2.34E-18,0.013894,0.0087002,0.0023339,6.78E-07,9.85E-09,-7.6973
0.51551,1.1781,0.26942,0.17002,0.10814,-9.364977852,0.23803,0.031392,9.22E-07,3.91E-09,1.1781,0.50284,0.012674,2.19E-17,0.03285,0.13877,0.031225,2.12E-05,5.07E-09,-7.9212
0.59115,0.83141,0.062309,0.23747,0.17965,-9.601905316,0.048346,0.013963,3.40E-07,1.01E-09,0.83141,0.56297,0.028175,4.48E-17,0.061437,0.16136,0.076071,3.78E-05,6.90E-09,-8.1601
0.23311,0.13194,0.030296,0.0024012,0.083283,-5.240576081,0.018671,0.011624,6.53E-10,2.05E-07,0.13194,0.21822,0.014891,8.13E-20,0.055626,0.0012642,0.001137,1.05E-09,3.23E-06,-5.7413
0.40451,0.6076,0.18167,0.071529,0.15165,-8.13496957,0.13644,0.045222,1.13E-07,2.91E-08,0.6076,0.38413,0.020379,3.59E-18,0.061419,0.046896,0.024631,1.17E-06,7.18E-08,-7.2111
0.12182,0.2913,0.043453,0.077429,0.036141,-5.56607768,0.038064,0.0053887,1.47E-09,8.33E-08,0.2913,0.11977,0.0020479,5.03E-20,0.015358,0.064084,0.013345,6.08E-08,6.85E-07,-5.8089
0.12473,0.61307,0.14752,0.15111,0.054459,-8.567316568,0.13392,0.013603,1.20E-07,8.20E-09,0.61307,0.12277,0.0019524,1.24E-18,0.018087,0.13029,0.020817,3.43E-06,2.06E-08,-7.2389
0.1817,0.48886,0.19687,0.039133,0.082425,-7.135532651,0.16283,0.034039,5.54E-08,5.52E-08,0.48886,0.17626,0.0054382,6.75E-19,0.033396,0.029582,0.0095509,2.81E-07,1.14E-07,-6.8059
0.26671,1.0399,0.23878,0.15001,0.0022034,-6.950431727,0.23809,0.00068662,2.46E-08,3.32E-09,1.0399,0.26657,0.00013936,3.12E-19,0.00066103,0.14929,0.00071642,5.53E-07,4.48E-09,-6.3354
0.47404,0.50786,0.098077,0.080676,0.16184,-8.557786307,0.068956,0.029121,1.44E-07,7.56E-09,0.50786,0.44531,0.028735,1.05E-17,0.071938,0.048624,0.032049,2.92E-06,3.70E-08,-7.6032
0.35205,0.81555,0.11175,0.20338,0.083385,-7.414417763,0.098737,0.013018,1.47E-08,4.53E-08,0.81555,0.34436,0.0076839,5.80E-19,0.026941,0.16764,0.035743,8.05E-07,1.53E-07,-6.4788
0.27746,0.81818,0.1562,0.16914,0.054982,-6.082232783,0.14373,0.012469,1.05E-08,8.81E-08,0.81818,0.27345,0.004011,2.27E-19,0.017699,0.14834,0.020803,3.51E-07,2.04E-07,-6.1716
0.25231,0.38294,0.10304,0.043882,0.081607,-9.331218605,0.080805,0.022233,1.49E-06,6.88E-10,0.38294,0.24324,0.0090744,4.99E-17,0.037426,0.030993,0.012873,1.50E-05,2.80E-09,-8.5189
0.14808,0.32536,0.053106,0.055814,0.020277,-8.376786631,0.049134,0.0039721,7.85E-08,1.48E-09,0.32536,0.14663,0.0014441,2.56E-18,0.0089198,0.049871,0.0059408,1.97E-06,9.44E-09,-7.4291
0.45387,0.86447,0.14288,0.263,0.20058,-7.902766305,0.11134,0.03154,2.33E-08,7.59E-08,0.86447,0.43202,0.021847,1.02E-18,0.063321,0.17913,0.08387,1.31E-06,2.21E-07,-6.6389
0.53354,1.1947,0.38009,0.078808,0.1283,-8.539476155,0.32675,0.053337,3.69E-07,2.26E-08,1.1947,0.51722,0.016325,6.55E-18,0.041387,0.061559,0.017246,2.80E-06,2.11E-08,-7.388
0.79861,1.0439,0.11561,0.26841,0.26137,-8.699246178,0.085969,0.029636,6.48E-08,1.91E-08,1.0439,0.74989,0.048721,6.36E-18,0.084044,0.16944,0.098973,4.89E-06,6.93E-08,-7.209
0.092708,0.23116,0.050198,0.062865,0.043836,-8.678221208,0.041908,0.0082903,1.39E-07,1.52E-09,0.23116,0.090648,0.0020601,3.24E-18,0.019423,0.048798,0.014063,3.90E-06,1.10E-08,-7.73
0.28283,0.51344,0.16363,0.028209,0.076542,-9.519199936,0.1354,0.028225,4.37E-06,4.82E-10,0.51344,0.27443,0.0084083,9.98E-17,0.033049,0.021331,0.0068591,1.92E-05,1.20E-09,-8.7831
0.21365,1.2399,0.26504,0.30689,0.058798,-5.33575127,0.25082,0.014219,4.07E-09,4.18E-07,1.2399,0.21129,0.0023588,3.83E-20,0.014769,0.27944,0.02745,1.89E-07,4.98E-07,-5.5462
0.73904,1.0345,0.11184,0.23835,0.20244,-9.506869447,0.087494,0.02435,4.41E-07,2.37E-09,1.0345,0.70284,0.036207,4.00E-17,0.065957,0.16239,0.075926,3.04E-05,8.58E-09,-8.0305
0.27778,0.39125,0.099179,0.050046,0.092491,-6.682266112,0.076049,0.02313,2.12E-08,4.71E-08,0.39125,0.26664,0.011142,8.29E-19,0.042435,0.034262,0.015783,2.52E-07,2.05E-07,-6.702
0.43158,0.7204,0.020429,0.21484,0.090861,-6.858967085,0.017496,0.0029334,2.25E-09,1.21E-08,0.7204,0.42023,0.011347,6.12E-19,0.031406,0.16967,0.045174,6.63E-07,2.32E-07,-6.4053
0.21919,0.40721,0.099697,0.051506,0.057192,-9.604276794,0.084133,0.015561,2.41E-06,3.10E-10,0.40721,0.21384,0.0053507,6.83E-17,0.025049,0.040245,0.011231,3.02E-05,1.21E-09,-8.7105
0.51893,1.0402,0.10639,0.29079,0.13653,-9.371928059,0.090829,0.015564,2.48E-07,2.81E-09,1.0402,0.50306,0.015866,1.55E-17,0.040244,0.2259,0.06486,2.27E-05,9.84E-09,-7.7627
0.47562,1.4312,0.37892,0.20052,0.10168,-7.095283584,0.3445,0.034421,3.66E-08,1.50E-07,1.4312,0.46608,0.0095433,5.49E-19,0.027555,0.17036,0.030157,8.27E-07,1.24E-07,-6.3711
0.45804,0.81952,0.24972,0.1517,0.22067,-8.790010038,0.18612,0.063601,3.01E-07,1.98E-08,0.81952,0.43176,0.026275,7.90E-18,0.076081,0.096975,0.054717,5.45E-06,3.46E-08,-7.5269
0.17464,0.27699,0.062575,0.041043,0.052441,-8.087311502,0.050708,0.011866,6.36E-08,5.63E-09,0.27699,0.16985,0.0047902,2.32E-18,0.025278,0.030536,0.010506,9.43E-07,3.47E-08,-7.3213
0.44576,0.70633,0.13886,0.14143,0.15,-6.680545944,0.1083,0.030551,1.87E-08,9.24E-08,0.70633,0.42587,0.019892,8.34E-19,0.055498,0.097372,0.044055,5.29E-07,2.85E-07,-6.5399
0.41351,1.4554,0.15708,0.42456,0.060677,-7.727302772,0.14952,0.0075614,1.17E-08,4.45E-08,1.4554,0.40926,0.0042432,3.56E-19,0.013954,0.38964,0.034918,1.40E-06,8.46E-08,-6.2401
0.18548,0.38179,0.0777,0.07574,0.055287,-8.548857276,0.065963,0.011737,1.27E-07,3.51E-09,0.38179,0.1812,0.0042854,3.86E-18,0.023289,0.059762,0.015975,2.97E-06,1.74E-08,-7.5318
0.23203,0.48771,0.19338,0.026482,0.092024,-8.733197388,0.15553,0.037853,8.51E-07,3.81E-09,0.48771,0.22398,0.0080465,1.38E-17,0.038891,0.019245,0.0072342,2.94E-06,8.24E-09,-8.013
0.19753,0.88834,0.18654,0.17518,0.016317,-7.062744042,0.18232,0.0042204,2.02E-08,1.95E-08,0.88834,0.19674,0.0007895,2.47E-19,0.0049276,0.1688,0.0063796,6.24E-07,3.53E-08,-6.3552
0.21803,0.60941,0.16883,0.10302,0.076159,-7.437436264,0.14597,0.022857,3.50E-08,5.12E-08,0.60941,0.21283,0.005204,5.78E-19,0.027752,0.082677,0.020346,5.84E-07,1.18E-07,-6.6684
0.29393,0.56586,0.15233,0.073613,0.089977,-7.131739362,0.12572,0.026616,3.29E-08,5.52E-08,0.56586,0.28474,0.0091883,8.42E-19,0.035901,0.055341,0.018272,4.16E-07,1.48E-07,-6.7005
0.090526,0.18312,0.033921,0.031913,0.019539,-8.965987127,0.030126,0.0037953,3.21E-07,2.25E-10,0.18312,0.089378,0.0011484,9.94E-18,0.0097308,0.027042,0.0048644,6.71E-06,2.10E-09,-8.2045
0.15895,0.33339,0.013183,0.12594,0.051902,-7.970574628,0.011237,0.001946,4.77E-09,2.68E-09,0.33339,0.15553,0.0034213,7.27E-19,0.020748,0.10015,0.025786,1.07E-06,7.65E-08,-6.8647
0.19975,0.32654,0.085295,0.053758,0.075659,-9.571956224,0.066804,0.01849,1.93E-06,3.71E-10,0.32654,0.19283,0.0069213,6.15E-17,0.034532,0.038014,0.015715,2.80E-05,1.80E-09,-8.7025
0.17228,0.30699,0.062993,0.068036,0.063673,-8.110968948,0.050752,0.012241,4.63E-08,7.87E-09,0.30699,0.1672,0.0050792,1.68E-18,0.028421,0.050102,0.017932,1.15E-06,4.96E-08,-7.1943
0.42935,0.14595,0.0013526,0.013523,0.15657,-8.37784981,0.00072048,0.00063207,4.19E-09,6.35E-11,0.14595,0.38628,0.043067,2.47E-17,0.10522,0.0058677,0.007654,8.61E-07,2.83E-08,-8.0015
0.24381,0.70256,0.085098,0.21022,0.06595,-5.592840258,0.07651,0.008587,2.58E-09,1.35E-07,0.70256,0.23947,0.004346,9.14E-20,0.021178,0.17838,0.031839,1.84E-07,5.93E-07,-5.8235
0.62118,0.9397,0.19827,0.24528,0.28428,-8.635457626,0.14335,0.054912,1.07E-07,3.59E-08,0.9397,0.57979,0.04139,4.89E-18,0.09176,0.14905,0.096223,4.19E-06,7.90E-08,-7.2026
0.19607,0.31679,0.061763,0.028411,0.029811,-9.773885361,0.054421,0.0073376,3.66E-06,6.48E-11,0.31679,0.19292,0.0031426,1.42E-16,0.014635,0.023676,0.0046959,3.93E-05,3.72E-10,-9.0521
0.41004,0.61626,0.15292,0.12713,0.17694,-8.165726568,0.11262,0.040307,6.65E-08,3.60E-08,0.61626,0.38753,0.022511,2.60E-18,0.067975,0.080977,0.04615,1.47E-06,1.07E-07,-7.0692
0.29372,0.61992,0.11854,0.11384,0.069281,-6.247694111,0.1032,0.015336,1.19E-08,7.18E-08,0.61992,0.28713,0.0065953,3.75E-19,0.025854,0.092345,0.021496,3.10E-07,2.35E-07,-6.3481
0.36279,0.73139,0.16435,0.13949,0.11954,-6.995702521,0.13536,0.028983,2.41E-08,8.48E-08,0.73139,0.35032,0.012466,7.09E-19,0.042395,0.1038,0.035694,5.84E-07,2.09E-07,-6.5542
0.28615,0.22407,0.040604,0.024643,0.096283,-5.095376193,0.026952,0.013651,6.01E-10,3.63E-07,0.22407,0.26957,0.016578,6.56E-20,0.055521,0.014115,0.010528,7.78E-09,4.22E-06,-5.5739
0.48294,0.57871,0.077395,0.14918,0.17869,-5.720215031,0.055586,0.021808,3.94E-09,1.64E-07,0.57871,0.45465,0.02829,3.65E-19,0.07151,0.0921,0.057082,1.95E-07,9.94E-07,-6.1433
0.36033,0.92361,0.17242,0.21886,0.10964,-5.167797241,0.14975,0.022669,2.20E-09,7.76E-07,0.92361,0.35087,0.0094637,5.85E-20,0.033731,0.17509,0.043773,8.97E-08,1.68E-06,-5.4858
0.22446,0.70397,0.066099,0.20014,0.026482,-7.525180023,0.063201,0.0028983,9.03E-09,1.08E-08,0.70397,0.22283,0.0016272,3.61E-19,0.0084196,0.1866,0.013537,8.01E-07,5.76E-08,-6.4476
0.89289,0.74419,0.11106,0.067942,0.25335,-7.640859234,0.073143,0.037916,3.45E-08,4.09E-08,0.74419,0.81919,0.073707,4.38E-18,0.11058,0.03679,0.031152,5.80E-07,1.84E-07,-6.9883
0.10034,0.28431,0.06766,0.041258,0.016935,-9.122290444,0.063057,0.0046031,6.93E-07,2.52E-10,0.28431,0.09949,0.00085344,1.18E-17,0.0074986,0.037268,0.0039802,9.98E-06,1.23E-09,-8.2569
0.18055,0.24526,0.026669,0.064604,0.058916,-7.558997349,0.02083,0.0058385,9.50E-09,7.70E-09,0.24526,0.17481,0.005735,8.63E-19,0.028565,0.045826,0.018777,5.09E-07,1.14E-07,-6.8744
0.14291,0.33831,0.024434,0.09135,0.018084,-8.970641244,0.022933,0.001501,9.24E-08,2.20E-10,0.33831,0.14176,0.0011434,6.25E-18,0.0073878,0.08329,0.008052,8.34E-06,3.03E-09,-7.8339
0.25554,0.95478,0.27951,0.084547,0.014438,-8.038289351,0.27364,0.005874,1.03E-07,7.95E-09,0.95478,0.25457,0.00096525,1.08E-18,0.0047149,0.081661,0.0028843,1.05E-06,9.48E-09,-6.8891
0.46164,0.83119,0.17691,0.17123,0.16337,-7.9097894,0.14046,0.036451,3.91E-08,6.66E-08,0.83119,0.44164,0.02,1.39E-18,0.05586,0.12017,0.051054,1.13E-06,1.56E-07,-6.7592
0.79884,0.86847,0.28427,0.053167,0.30262,-5.176617572,0.18997,0.094303,5.32E-09,1.66E-06,0.86847,0.73179,0.067048,2.31E-19,0.11711,0.029008,0.024159,3.00E-08,2.77E-06,-5.7745
0.25939,0.33973,0.098747,0.026968,0.085545,-8.019333112,0.074541,0.024206,1.04E-07,9.94E-09,0.33973,0.24874,0.010652,3.86E-18,0.041857,0.018136,0.0088308,6.55E-07,4.35E-08,-7.3933
0.26796,0.29611,0.07016,0.031937,0.088021,-9.731198828,0.051022,0.019135,3.32E-06,1.71E-10,0.29611,0.25574,0.012224,1.83E-16,0.045236,0.020477,0.011426,3.37E-05,1.08E-09,-9.0512
0.10141,1.1546,0.24055,0.31206,0.026026,-8.884415087,0.23456,0.0059929,1.47E-07,4.63E-09,1.1546,0.10091,0.00049697,7.10E-19,0.0064473,0.29896,0.013088,7.50E-06,6.03E-09,-7.1286
0.47168,0.73658,0.24342,0.029712,0.14068,-5.621398778,0.18991,0.053508,1.11E-08,4.76E-07,0.73658,0.45041,0.021271,2.98E-19,0.056622,0.020435,0.0092768,3.81E-08,8.36E-07,-6.0713
0.078277,0.24851,0.053928,0.05021,0.019022,-8.319413082,0.049617,0.0043114,7.88E-08,1.65E-09,0.24851,0.077513,0.00076399,1.32E-18,0.0083171,0.044579,0.0056298,1.70E-06,1.00E-08,-7.4073
0.38357,0.26855,0.027155,0.0090901,0.093759,-6.697117595,0.018099,0.009056,8.89E-09,1.08E-08,0.26855,0.36097,0.022604,1.95E-18,0.058228,0.0052197,0.0038703,6.42E-08,1.90E-07,-6.9251
0.23622,0.38488,0.11942,0.032378,0.077468,-7.949051306,0.094715,0.024707,9.74E-08,1.37E-08,0.38488,0.22814,0.0080755,2.61E-18,0.035537,0.023229,0.0091488,6.26E-07,4.76E-08,-7.266
0.33217,0.5353,0.067536,0.15937,0.12534,-9.78822488,0.052606,0.01493,9.30E-07,4.59E-10,0.5353,0.31844,0.013729,6.36E-17,0.047835,0.11047,0.048844,5.59E-05,2.94E-09,-8.5298
0.38563,0.52659,0.17084,0.029634,0.13,-5.005987089,0.12759,0.043251,2.00E-09,1.50E-06,0.52659,0.36668,0.018956,6.49E-20,0.05754,0.019384,0.010249,8.73E-09,3.96E-06,-5.4784
0.52754,1.4493,0.14462,0.48343,0.16717,-8.96137012,0.12698,0.017647,6.43E-08,1.60E-08,1.4493,0.5128,0.014746,2.87E-18,0.038836,0.38748,0.095946,9.19E-06,3.53E-08,-7.0522
0.075996,0.24471,0.035858,0.059886,0.011388,-6.957959792,0.034057,0.0018012,7.95E-09,4.73E-09,0.24471,0.075551,0.00044503,1.89E-19,0.00488,0.055624,0.0042617,3.10E-07,4.14E-08,-6.5696
0.78793,0.91114,0.063622,0.26086,0.26288,-7.73484617,0.045738,0.017883,9.11E-09,4.45E-08,0.91114,0.73569,0.052241,1.66E-18,0.089881,0.15799,0.10287,1.13E-06,3.13E-07,-6.6236
0.13183,0.27668,0.084476,0.027999,0.040049,-6.254917902,0.071777,0.012699,1.24E-08,4.41E-08,0.27668,0.1291,0.0027332,2.42E-19,0.018844,0.022225,0.0057733,9.39E-08,1.91E-07,-6.4568
0.097189,0.12929,0.022659,0.038458,0.045069,-5.831520481,0.017024,0.0056357,1.62E-09,3.78E-08,0.12929,0.094107,0.0030827,9.28E-20,0.024044,0.026152,0.012306,5.76E-08,6.09E-07,-6.1475
0.020708,0.29667,0.10426,0.039055,0.0053297,-5.547106075,0.10223,0.0020228,2.94E-09,4.19E-08,0.29667,0.020659,4.94E-05,6.48E-21,0.0021524,0.03795,0.0011048,2.69E-08,1.28E-07,-5.6822
0.53188,0.56646,0.030396,0.16781,0.18091,-7.005681508,0.021534,0.0088619,4.52E-09,2.26E-08,0.56646,0.49958,0.032304,1.19E-18,0.07376,0.10182,0.065987,6.33E-07,3.53E-07,-6.6132
0.23848,1.6231,0.52104,0.19634,0.025053,-5.040477444,0.5104,0.010647,3.81E-09,6.37E-07,1.6231,0.23742,0.0010655,1.94E-20,0.0061372,0.18914,0.0072015,7.32E-08,3.30E-07,-5.2251
0.65619,0.65018,0.045499,0.10354,0.15204,-8.282729591,0.03342,0.012079,2.98E-08,7.19E-09,0.65018,0.62043,0.035759,6.26E-18,0.066528,0.065864,0.037675,1.77E-06,7.24E-08,-7.2452
0.36025,0.478,0.15085,0.0022669,0.094237,-6.437735808,0.11683,0.034021,3.52E-08,6.26E-08,0.478,0.34566,0.014583,1.17E-18,0.044932,0.0015662,0.00070069,1.30E-08,1.80E-07,-6.75
0.1571,0.67547,0.21208,0.094503,0.047401,-7.662965861,0.1949,0.017183,5.12E-08,3.48E-08,0.67547,0.15491,0.002193,4.61E-19,0.01643,0.082907,0.011596,6.60E-07,6.01E-08,-6.7133
0.22673,0.58208,0.11161,0.12343,0.05736,-8.931478559,0.099282,0.012323,2.56E-07,2.61E-09,0.58208,0.22255,0.0041895,6.48E-18,0.020857,0.10343,0.01999,7.62E-06,8.85E-09,-7.6923
0.35472,0.59525,0.046929,0.19689,0.12355,-5.076306993,0.037456,0.009473,5.31E-10,3.59E-07,0.59525,0.34127,0.01345,5.47E-20,0.044656,0.14091,0.055972,5.86E-08,3.24E-06,-5.4396
0.28415,0.33178,0.059949,0.097875,0.13401,-6.448355778,0.041664,0.018285,9.26E-09,4.67E-08,0.33178,0.26808,0.016077,6.65E-19,0.0606,0.058826,0.039048,3.44E-07,3.70E-07,-6.6028
0.29878,0.36136,0.032292,0.098758,0.099763,-5.111140166,0.024123,0.0081691,4.39E-10,2.56E-07,0.36136,0.28578,0.012999,5.79E-20,0.045234,0.065401,0.033357,3.10E-08,3.49E-06,-5.5123
0.12531,0.50823,0.01165,0.19843,0.018616,-7.922149169,0.011203,0.00044648,2.47E-09,1.13E-09,0.50823,0.12459,0.00071243,3.09E-19,0.0060382,0.18701,0.011418,1.13E-06,3.37E-08,-6.6109
0.096625,0.20192,0.053808,0.040279,0.041438,-7.023476254,0.04413,0.0096785,1.59E-08,1.65E-08,0.20192,0.094346,0.0022788,3.63E-19,0.019784,0.030582,0.0096972,2.63E-07,1.11E-07,-6.7557
0.43639,0.4569,0.037519,0.10415,0.13141,-8.226149065,0.027123,0.010396,2.37E-08,6.59E-09,0.4569,0.41338,0.023006,4.06E-18,0.059394,0.065533,0.038612,1.58E-06,8.15E-08,-7.2129
0.64333,0.7369,0.19961,0.02836,0.18118,-5.08444705,0.1449,0.054703,2.79E-09,1.46E-06,0.7369,0.60471,0.038624,1.32E-19,0.0771,0.01761,0.01075,1.10E-08,3.36E-06,-5.5934
0.40176,1.055,0.16904,0.24316,0.08559,-6.163184864,0.15282,0.016217,1.09E-08,1.12E-07,1.055,0.39406,0.0077021,3.17E-19,0.024952,0.20644,0.036718,5.41E-07,2.34E-07,-6.1783
0.71629,0.82921,0.1255,0.14255,0.21158,-5.659936749,0.091588,0.033908,5.51E-09,2.85E-07,0.82921,0.67267,0.043625,4.59E-19,0.080203,0.088701,0.053844,1.81E-07,1.02E-06,-6.0959
0.23078,0.36866,0.059902,0.12336,0.11433,-7.964429486,0.044817,0.015085,2.18E-08,1.75E-08,0.36866,0.22054,0.010239,1.20E-18,0.047318,0.08168,0.041682,1.05E-06,1.30E-07,-6.9454
0.44311,0.90275,0.11421,0.15448,0.038862,-5.621338693,0.10743,0.0067757,3.40E-09,1.10E-07,0.90275,0.4384,0.004712,1.57E-19,0.013041,0.14014,0.014333,1.45E-07,3.40E-07,-5.8097
